source,target,type,evidence
Nguyễn Thị Định (Tài nhân),Thành Thái,LÀ_CHA_CỦA,"Năm 1906, bà Tài nhân lại sinh hạ thêm một người con, là hoàng nữ Lương Nhàn, tục gọi là Mệ Cưỡi, con gái thứ 16 của Thành Thái."
Nguyễn Thị Định (Tài nhân),Nguyễn Thân,LÀ_MẸ_CỦA,"Bà Đích mẫu là con của Nguyễn Thân, một cộng sự thân tín của quân Pháp, nên cũng rất được Pháp tin tưởng mà lên mặt, điều này khiến cho hai bà Đích - Sanh thường xảy ra xích mích."
Nguyễn Thị Định (Tài nhân),Duy Tân,PHỐI_NGẪU_VỚI,"Nguyễn Thị Định (chữ Hán: 阮氏定, 1883 – 29 tháng 5 năm 1971), phong hiệu Tài nhân (才人), là một thứ phi của vua Thành Thái và là mẹ của vua Duy Tân nhà Nguyễn trong lịch sử Việt Nam."
Nguyễn Thị Định (Tài nhân),Duy Tân,LÀ_MẸ_CỦA,"Vua Duy Tân lên ngôi tôn bà làm Hoàng sinh mẫu (皇生母).   == Xuất thân == Thứ phi Nguyễn Thị Định sinh năm 1883 tại làng Kim Châu, phủ An Nhơn, tỉnh Bình Định."
Nguyễn Thị Định (Tài nhân),Nguyễn Gia Thị Anh,LÀ_MẸ_CỦA,"Nhân đó, Hoàng quý phi Nguyễn Gia Thị Anh là chính thất của Thành Thái cũng được tôn làm Hoàng đích mẫu (皇嫡母), tục gọi là ""Ngài Đích""."
Nguyễn Thị Định (Tài nhân),Nguyễn Gia Thị Anh,PHỐI_NGẪU_VỚI,"Các bà Hoàng quý phi Nguyễn Gia Thị Anh và Khoan phi Hồ Thị Phương cũng được táng tại đây.   == Chú thích ==   === Thư mục === Quốc sử quán triều Nguyễn (2012), Đại Nam thực lục Chính biên Đệ lục kỷ p..."
Mai Thị Vàng,Mai Khắc Đôn,PHỐI_NGẪU_VỚI,"Theo như Duy Tân giải thích, thì ông cưới bà Diệu phi họ Mai là để đền ơn giáo dục của phụ đạo Mai Khắc Đôn."
Mai Thị Vàng,Mai Khắc Đôn,ĐƯỢC_BỔ_NHIỆM_BỞI,"Năm Duy Tân lên 7 tuổi, theo ý chỉ của Hoàng đế, ông Mai Khắc Đôn được cử làm Phụ đạo, dạy chữ Hán cho Duy Tân."
Mai Thị Vàng,Nguyễn Đắc Xuân,PHỐI_NGẪU_VỚI,"Theo sách Chuyện các bà trong cung nhà Nguyễn của Nguyễn Đắc Xuân, cũng đã thuật lại câu chuyện Hoàng đế Duy Tân chọn vợ.   == Chú thích ==   == Tham khảo == Chuyện các bà trong cung nhà Nguyễn - Nguy..."
Mai Thị Vàng,Duy Tân,PHỐI_NGẪU_VỚI,"Theo như Duy Tân giải thích, thì ông cưới bà Diệu phi họ Mai là để đền ơn giáo dục của phụ đạo Mai Khắc Đôn."
Mai Thị Vàng,Duy Tân,ĐƯỢC_BỔ_NHIỆM_BỞI,"Năm Duy Tân lên 7 tuổi, theo ý chỉ của Hoàng đế, ông Mai Khắc Đôn được cử làm Phụ đạo, dạy chữ Hán cho Duy Tân."
Nguyễn Hữu Bài,Nguyễn Trãi,LÀ_CON_CỦA,"Nguyễn Hữu Bài (chữ Hán: 阮有排; 28 tháng 9 năm 1863 - 28 tháng 7 năm 1935), Phước Môn Quận công, là một đại thần nhà Nguyễn và là một nhà cách mạng ôn hòa trong lịch sử cận đại Việt Nam.   == Tiểu sử và..."
Phạm Văn Đồng,Nam Kỳ,LIÊN_KẾT_TỚI,"Năm 1929, ông được cử vào Kỳ bộ Nam Kỳ, rồi vào Tổng bộ Việt Nam Thanh niên Cách mạng Đồng chí Hội và tham gia đại hội của tổ chức này họp ở Hồng Kông."
Phạm Văn Đồng,Hồ Chí Minh,LÀ_HỌC_TRÒ_CỦA,"Phạm Văn Đồng là vị Thủ tướng Việt Nam tại vị lâu nhất (1955–1987) và là học trò, cộng sự thân thiết của Chủ tịch Hồ Chí Minh. Ông có tên gọi thân mật là Tô, đây từng là bí danh của ông. Ông còn có tê..."
Phạm Văn Đồng,Thành phố Hồ Chí Minh,LIÊN_KẾT_TỚI,"Cũng thời gian này, đồng chí đã đồng ý cho Thành phố Hồ Chí Minh áp dụng biện pháp mới trong cơ chế sản xuất công nghiệp và từng bước tổng kết."
Phạm Văn Đồng,Đỗ Mười,ĐƯỢC_BỔ_NHIỆM_BỞI,"Ngày 18 tháng 12 năm 1986, ông cùng với Trường Chinh và Lê Đức Thọ (ba nhà lãnh đạo cao nhất lúc bấy giờ) tuyên bố từ chức và sẽ không ứng cử Bộ Chính trị khóa VI hoặc Ban chấp hành Trung ương khóa VI..."
Phạm Văn Đồng,Trần Văn Thủy,LIÊN_KẾT_TỚI,"Trong thời gian làm thủ tướng chính phủ, Phạm Văn Đồng và Nguyễn Văn Linh đã lên tiếng ủng hộ đạo diễn Trần Văn Thủy trong sự kiện về bộ phim tài liệu Hà Nội trong mắt ai."
Phạm Văn Đồng,Phạm Sơn Dương,LÀ_CHA_CỦA,"Phạm Văn Đồng có vợ là bà Phạm Thị Cúc (sinh năm 1922, kém ông 16 tuổi), sinh được một người con trai duy nhất là Phạm Sơn Dương (sinh năm 1951), hiện là thiếu tướng Quân đội nhân dân Việt Nam, phó gi..."
Phạm Văn Đồng,Phạm Sơn Dương,PHỐI_NGẪU_VỚI,"Phạm Sơn Dương có vợ là Minh Châu và hai người con: con trai Quốc Hoa, con gái Quốc Hương."
Phạm Văn Đồng,Phan Văn Khải,ĐƯỢC_BỔ_NHIỆM_BỞI,"Ngày 21 tháng 8 năm 1998, Thủ tướng Phan Văn Khải ký quyết định số 746/QĐ – TTg bổ nhiệm ông làm chủ tịch danh dự Hội đồng Quốc gia Chỉ đạo Biên soạn Từ điển bách khoa Việt Nam Ông đã được tặng thưởng..."
Phạm Văn Đồng,Phan Châu Trinh,LIÊN_KẾT_TỚI,"Năm 1925, ông tham gia phong trào bãi khóa của học sinh, sinh viên khi Phan Châu Trinh mất."
Phạm Văn Đồng,Lê Duẩn,ĐỒNG_MINH_VỚI,"Sau khi Tổng bí thư Lê Duẩn mất vào ngày 10 tháng 7 năm 1986, ông cùng với các nhà lãnh đạo gấp rút chuẩn bị cho kì Đại hội Đảng lần thứ VI sắp diễn ra vào tháng 12 này."
Phạm Văn Đồng,Hồ Tùng Mậu,LIÊN_KẾT_TỚI,"Với Anh Tô, tôi thấy dường như Anh là sự bù trừ cho anh Sáu và một số anh khác"".   == Vinh danh == Hiện nay ở thủ đô Hà Nội, tên Phạm Văn Đồng được đặt cho đoạn đường nối từ ngã tư Xuân Thủy – Phạm Hù..."
Phạm Văn Đồng,Võ Nguyên Giáp,ĐỒNG_MINH_VỚI,"Năm 1940, ông bí mật sang Trung Quốc cùng với Võ Nguyên Giáp, gia nhập Đảng Cộng sản Đông Dương và được Nguyễn Ái Quốc giao nhiệm vụ về nước xây dựng căn cứ địa gần biên giới Việt – Trung."
Phạm Văn Đồng,Nguyễn Tường Tam,LIÊN_KẾT_TỚI,"Ngày 31 tháng 5 năm 1946, Phạm Văn Đồng là Trưởng phái đoàn Việt Nam Dân chủ Cộng hòa tại Hội nghị Fontainebleau (Pháp) thay cho Nguyễn Tường Tam không nhận nhiệm vụ, nhằm tìm một giải pháp độc lập ch..."
Phạm Văn Đồng,Đồng Hới,LIÊN_KẾT_TỚI,"Ngoài ra tại Việt Nam, tên ông còn được đặt cho nhiều tuyến đường lớn ở Đà Nẵng, Đồng Hới, Nha Trang, Hải Phòng, Thành phố Hồ Chí Minh,..."
Phạm Văn Đồng,Lê Đức Thọ,ĐƯỢC_BỔ_NHIỆM_BỞI,"Ngày 18 tháng 12 năm 1986, ông cùng với Trường Chinh và Lê Đức Thọ (ba nhà lãnh đạo cao nhất lúc bấy giờ) tuyên bố từ chức và sẽ không ứng cử Bộ Chính trị khóa VI hoặc Ban chấp hành Trung ương khóa VI..."
Phạm Văn Đồng,Võ Văn Kiệt,LIÊN_KẾT_TỚI,"Thủ tướng Võ Văn Kiệt nhận xét về ông ""tác phong giản dị mà lịch thiệp"", ""lối sống đạm bạc mà văn hóa"" ""rất mực ôn hòa"" ""hết mức bình dị"" và ""Năm trước, ở bài viết trong cuốn sách kỷ niệm về anh Sáu T..."
Phạm Văn Đồng,Nguyễn Văn Linh,ĐƯỢC_BỔ_NHIỆM_BỞI,"Ngày 18 tháng 12 năm 1986, ông cùng với Trường Chinh và Lê Đức Thọ (ba nhà lãnh đạo cao nhất lúc bấy giờ) tuyên bố từ chức và sẽ không ứng cử Bộ Chính trị khóa VI hoặc Ban chấp hành Trung ương khóa VI..."
Phạm Văn Đồng,Trần Thánh Tông,LIÊN_KẾT_TỚI,"Lễ viếng của ông được tổ chức tại Nhà tang lễ quốc gia, số 5 Trần Thánh Tông, Hà Nội trong suốt 2 ngày quốc tang."
Phạm Văn Đồng,Hồ Học Lãm,LÀ_HỌC_TRÒ_CỦA,"Phạm Văn Đồng là vị Thủ tướng Việt Nam tại vị lâu nhất (1955–1987) và là học trò, cộng sự thân thiết của Chủ tịch Hồ Chí Minh. Ông có tên gọi thân mật là Tô, đây từng là bí danh của ông. Ông còn có tê..."
Phạm Văn Đồng,Thành Đô,ĐƯỢC_BỔ_NHIỆM_BỞI,"Ngày 18 tháng 12 năm 1986, ông cùng với Trường Chinh và Lê Đức Thọ (ba nhà lãnh đạo cao nhất lúc bấy giờ) tuyên bố từ chức và sẽ không ứng cử Bộ Chính trị khóa VI hoặc Ban chấp hành Trung ương khóa VI..."
Phạm Văn Đồng,Phạm Hùng,LIÊN_KẾT_TỚI,"Với Anh Tô, tôi thấy dường như Anh là sự bù trừ cho anh Sáu và một số anh khác"".   == Vinh danh == Hiện nay ở thủ đô Hà Nội, tên Phạm Văn Đồng được đặt cho đoạn đường nối từ ngã tư Xuân Thủy – Phạm Hù..."
Thái Phiên,Duy Tân hội,LIÊN_KẾT_TỚI,"Từ năm 1909 trở đi, nhất là sau khi Đỗ Đăng Tuyển một yếu nhân của Duy Tân hội ở Quảng Nam bị bắt thì một mình Thái Phiên phải lo gây dựng lại tổ chức Duy tân hội ở Quảng Nam, đồng thời bắt liên lạc v..."
Thái Phiên,Phan Thành Tài,LIÊN_KẾT_TỚI,"Thái Phiên cũng như Trần Cao Vân, Lê Ngung, Phan Thành Tài đều là những yếu nhân của phái Duy Tân với xu hướng Duy Tân tự cường rồi mới ""dần mưu tính việc khác""."
Thái Phiên,Trần Cao Vân,ĐỐI_THỦ_CỦA,"Thái Phiên (1882 - 1916) là một nhà hoạt động cách mạng, đã cùng với Trần Cao Vân và vua Duy Tân lãnh đạo cuộc khởi nghĩa chống Pháp tại Trung Kỳ Việt Nam, do Việt Nam Quang Phục Hội chủ xướng. Ông bị..."
Thái Phiên,Trần Cao Vân,ĐỒNG_MINH_VỚI,"Ngày 17 tháng 5 năm 1916, cùng với hai chiến hữu của mình là Nguyễn Quang Siêu, Tôn Thất Đề và một số người khác, ông bị thực dân Pháp và Nam triều xử chém tại cống Chém (An Hòa, thành phố Huế), chôn ..."
Thái Phiên,Nguyễn Chánh,LIÊN_KẾT_TỚI,"Tháng 2-1916, “Việt Nam quang phục hội” tiến hành Đại hội tại Huế gồm các yếu nhân quan trọng như Thái Phiên, Trần Cao Vân, Phan Thành Tài (Quảng Nam), Lê Ngung, Nguyễn Thụy (Quảng Ngãi), Nguyễn Chánh..."
Thái Phiên,Duy Tân,ĐỐI_THỦ_CỦA,"Thái Phiên (1882 - 1916) là một nhà hoạt động cách mạng, đã cùng với Trần Cao Vân và vua Duy Tân lãnh đạo cuộc khởi nghĩa chống Pháp tại Trung Kỳ Việt Nam, do Việt Nam Quang Phục Hội chủ xướng. Ông bị..."
Thái Phiên,Đồng Hới,LIÊN_KẾT_TỚI,"Tại thành phố Đồng Hới, tỉnh Quảng Bình có đường Thái Phiên ở phường Nam Lý (đoạn từ đường Hà Huy Tập đến Tôn Đức Thắng)."
Thái Phiên,Tôn Đức Thắng,LIÊN_KẾT_TỚI,"Tại thành phố Đồng Hới, tỉnh Quảng Bình có đường Thái Phiên ở phường Nam Lý (đoạn từ đường Hà Huy Tập đến Tôn Đức Thắng)."
Thái Phiên,Phan Châu Trinh,LIÊN_KẾT_TỚI,"Năm 1908, ông tham gia phong trào Duy Tân cùng Phan Bội Châu và Phan Châu Trinh."
Thái Phiên,Phạm Liệu,LIÊN_KẾT_TỚI,"Từ đó, Huệ bị An sát Quảng Ngãi là Phạm Liệu bắt tra khảo và Huệ đã khai ra kế hoạch khởi nghĩa."
Thái Phiên,Nam Lý,LIÊN_KẾT_TỚI,"Tại thành phố Đồng Hới, tỉnh Quảng Bình có đường Thái Phiên ở phường Nam Lý (đoạn từ đường Hà Huy Tập đến Tôn Đức Thắng)."
Hoàng tử Bảo Thắng,Nguyễn Phúc Bảo Thăng,LIÊN_KẾT_TỚI,
Phạm Ngọc Thạch,Hồ Chí Minh,LÀ_CON_CỦA,"Người con trai của Phạm Ngọc Thạch là Allain Phạm Ngọc Định tuy định cư tại Pháp nhưng lấy quốc tịch Việt Nam.   == Đánh giá == Khi nghe tin ông hy sinh, chủ tịch Hồ Chí Minh không giấu được đau đớn, ..."
Phạm Ngọc Thạch,Hồ Chí Minh,ĐỒNG_MINH_VỚI,Giải thưởng Hồ Chí Minh – Truy tặng năm 1997 vì các cống hiến trong lĩnh vực khoa học.   == Chú thích ==   == Liên kết ngoài == Bác sĩ Phạm Ngọc Thạch 1909–1968 Lưu trữ ngày 23 tháng 4 năm 2014 tại Wa...
Phạm Ngọc Thạch,Phạm Văn Đồng,LÀ_CHA_CỦA,"Lễ tang của ông được Chính phủ nước Việt Nam Dân chủ Cộng hòa tổ chức trọng thể tại thủ đô Hà Nội, đích thân Thủ tướng Phạm Văn Đồng đọc điếu văn tại lễ truy điệu.   == Gia đình == Phạm Ngọc Thạch lập..."
Phạm Ngọc Thạch,Thành phố Hồ Chí Minh,LIÊN_KẾT_TỚI,"Đánh giá những thành tựu đóng góp của ông trong nghiên cứu khoa học, chính quyền Việt Nam Dân chủ Cộng hòa đã nhận định Phạm Ngọc Thạch đã nêu một tấm gương về cách nhìn, cách nghĩ, cách nghiên cứu để..."
Lê Trinh,Minh Mạng,LIÊN_KẾT_TỚI,"Lê Trinh (1850 - 1909) (chữ Hán: 黎貞) là thượng thư bộ lễ và bộ công của triều vua nhà Nguyễn. Ông còn có tên là Lê Đăng Lĩnh, Lê Đăng Trinh, sinh năm 1850 tại làng Bích La Đông, Triệu Đông, Triệu Phon..."
Lê Trinh,Tự Đức,LIÊN_KẾT_TỚI,"Năm 20 tuổi ông thi hương khoa năm Canh Ngọ, Tự Đức năm thứ 23 (1870) đỗ giải nguyên."
Lê Trinh,Đồng Khánh,LIÊN_KẾT_TỚI,"Từ đó, ông đã ra làm quan, trải qua 6 triều vua từ Tự Đức, Kiến Phúc, Hàm Nghi, Đồng Khánh, Thành Thái đến Duy Tân.   == Chú thích ==   == Tham khảo == Lễ Bộ Thượng Thư Lê Trinh - Người tôn vua Duy Tâ..."
Lê Trinh,Thành Thái,LIÊN_KẾT_TỚI,"Từ đó, ông đã ra làm quan, trải qua 6 triều vua từ Tự Đức, Kiến Phúc, Hàm Nghi, Đồng Khánh, Thành Thái đến Duy Tân.   == Chú thích ==   == Tham khảo == Lễ Bộ Thượng Thư Lê Trinh - Người tôn vua Duy Tâ..."
Lê Trinh,Duy Tân,LIÊN_KẾT_TỚI,"Từ đó, ông đã ra làm quan, trải qua 6 triều vua từ Tự Đức, Kiến Phúc, Hàm Nghi, Đồng Khánh, Thành Thái đến Duy Tân.   == Chú thích ==   == Tham khảo == Lễ Bộ Thượng Thư Lê Trinh - Người tôn vua Duy Tâ..."
Lê Trinh,Kiến Phúc,LIÊN_KẾT_TỚI,"Từ đó, ông đã ra làm quan, trải qua 6 triều vua từ Tự Đức, Kiến Phúc, Hàm Nghi, Đồng Khánh, Thành Thái đến Duy Tân.   == Chú thích ==   == Tham khảo == Lễ Bộ Thượng Thư Lê Trinh - Người tôn vua Duy Tâ..."
Lê Trinh,Hàm Nghi,LIÊN_KẾT_TỚI,"Từ đó, ông đã ra làm quan, trải qua 6 triều vua từ Tự Đức, Kiến Phúc, Hàm Nghi, Đồng Khánh, Thành Thái đến Duy Tân.   == Chú thích ==   == Tham khảo == Lễ Bộ Thượng Thư Lê Trinh - Người tôn vua Duy Tâ..."
Nguyễn Thị Định (Thành Thái),Nguyễn Thị Định (Tài nhân),LIÊN_KẾT_TỚI,
Trần Cao Vân,Phan Thành Tài,ĐỒNG_MINH_VỚI,"Cơ mưu bại lộ, Trần Cao Vân làm cố vấn trong chính phủ lâm thời và bị bắt cùng với Phan Thành Tài (thống lãnh quân đội toàn quyền, giữ ấn Kinh lược Nam Ngãi), Lê Đình Dương (Bộ trưởng ngoại giao, giữ ..."
Trần Cao Vân,Thái Phiên,ĐỒNG_MINH_VỚI,"Cơ mưu bại lộ, Trần Cao Vân làm cố vấn trong chính phủ lâm thời và bị bắt cùng với Phan Thành Tài (thống lãnh quân đội toàn quyền, giữ ấn Kinh lược Nam Ngãi), Lê Đình Dương (Bộ trưởng ngoại giao, giữ ..."
Trần Cao Vân,Võ Trứ,ĐỐI_THỦ_CỦA,Trần Cao Vân (1866 – 17 tháng 5 năm 1916) là một quan lại Việt Nam của nhà Nguyễn được biết đến vì tinh thần yêu nước thời Pháp thuộc. Ông thuộc nhóm người cùng vua Duy Tân lãnh đạo cuộc khởi nghĩa ch...
Trần Cao Vân,Trần Thị Lý,ĐỐI_THỦ_CỦA,"Trước khi bị xử tử, Trần Cao Vân đã ung dung đọc bốn câu thơ: Trời chung không đội với thù Tây Quyết trả ơn vua nợ nước này Một mối ba giềng xin giữ chặt  Thân dù thác xuống rạng đài mâyTrần Cao Vân c..."
Trần Cao Vân,Duy Tân,ĐỐI_THỦ_CỦA,Trần Cao Vân (1866 – 17 tháng 5 năm 1916) là một quan lại Việt Nam của nhà Nguyễn được biết đến vì tinh thần yêu nước thời Pháp thuộc. Ông thuộc nhóm người cùng vua Duy Tân lãnh đạo cuộc khởi nghĩa ch...
Trần Cao Vân,Đồng Hới,LIÊN_KẾT_TỚI,"Tên ông được đặt cho các đường phố và trường học tại nhiều nơi trên cả nước như Hà Nội, Hạ Long, Đồng Hới, Quảng Bình, Đà Nẵng, Huế, Quảng Nam, Bình Định,...   == Tham khảo =="
Nguyễn Phúc Bảo Long,Hoàng đế,LIÊN_KẾT_TỚI,"Trên chiếc thuyền cha ông mới mua, neo ở Monte Carlo, ở đó một thanh tra cảnh sát đã chuẩn bị sẵn chờ ông đến là trao giấy phép đặc cách, dành cho con trai Hoàng đế An Nam do nước Cộng hoà Pháp bảo tr..."
Nguyễn Phúc Bảo Long,Ngô Đình Diệm,BỊ_PHẾ_TRUẤT_BỞI,"Tính tình Bảo Long hướng nội còn cha ông, ngược lại, ham chơi, thích hưởng lạc.   == Sự nghiệp == Sau ngày tốt nghiệp, ông gặp một biến cố lớn, Bảo Đại bị Ngô Đình Diệm phế truất, tài sản riêng của ch..."
Nguyễn Phúc Bảo Long,Bảo Đại,PHỐI_NGẪU_VỚI,"Theo vị cận thần của vua Bảo Đại là Nguyễn Đệ, nguyên Đổng lý văn phòng của Bảo Đại và con gái là nữ tu Nguyễn Thị Nghĩa, dòng kinh sĩ Thánh Augustino thì Hoàng hậu Nam Phương vốn là cựu học sinh trườ..."
Nguyễn Phúc Bảo Long,Bảo Đại,LÀ_CHA_CỦA,Nguyễn Phúc Bảo Long (chữ Hán: 阮福保隆; 4 tháng 1 năm 1936 – 28 tháng 7 năm 2007) là vị hoàng thái tử cuối cùng của chế độ quân chủ trong lịch sử Việt Nam. Ông là đích trưởng tử của Bảo Đại và Nam Phương...
Nguyễn Phúc Bảo Long,Nam Phương hoàng hậu,LÀ_CHA_CỦA,Nguyễn Phúc Bảo Long (chữ Hán: 阮福保隆; 4 tháng 1 năm 1936 – 28 tháng 7 năm 2007) là vị hoàng thái tử cuối cùng của chế độ quân chủ trong lịch sử Việt Nam. Ông là đích trưởng tử của Bảo Đại và Nam Phương...
Nguyễn Phúc Bảo Long,Nam Phương,PHỐI_NGẪU_VỚI,"Theo vị cận thần của vua Bảo Đại là Nguyễn Đệ, nguyên Đổng lý văn phòng của Bảo Đại và con gái là nữ tu Nguyễn Thị Nghĩa, dòng kinh sĩ Thánh Augustino thì Hoàng hậu Nam Phương vốn là cựu học sinh trườ..."
Nguyễn Phúc Bảo Long,Nam Phương,LÀ_CHA_CỦA,Nguyễn Phúc Bảo Long (chữ Hán: 阮福保隆; 4 tháng 1 năm 1936 – 28 tháng 7 năm 2007) là vị hoàng thái tử cuối cùng của chế độ quân chủ trong lịch sử Việt Nam. Ông là đích trưởng tử của Bảo Đại và Nam Phương...
Nguyễn Phúc Bảo Long,Duy Tân,LÀ_CON_CỦA,"Tuy nhiên, ông đã từng cộng tác với Hoàng tử Bảo Vàng (con của vua Duy Tân) trong nhiều dự án về từ thiện, giáo dục và văn hóa cho người Việt Nam.   == Đời tư == Bảo Long không kết hôn, chỉ có một thờ..."
Nguyễn Phúc Bảo Long,Khải Định,PHỐI_NGẪU_VỚI,"Thậm chí ông còn nhiều lần bán đấu giá những báu vật hoàng gia được thừa kế từ hoàng hậu Nam Phương, trong đó có thẻ bài, vương miện, kim khánh, kiếm báu, các bức ảnh hiếm, các cổ vật, trong số ấy có ..."
Nguyễn Phúc Bảo Long,Thái tử,LIÊN_KẾT_TỚI,"Năm 1953, Bảo Long được phong Hoàng Thái tử để chuẩn bị kế thừa chức vị khi Bảo Đại tạ thế."
Nguyễn Phúc Bảo Long,Lê dương Pháp,LIÊN_KẾT_TỚI,"Phẫn uất, ông gia đăng lính Lê dương Pháp, chiến đấu ở Algérie."
Nguyễn Phúc Bảo Long,Hoàng thái tử,PHỐI_NGẪU_VỚI,"Khoảng năm 1953, hệ thống bưu chính của Quốc gia Việt Nam có cho in một bộ tem với hình ảnh người trên tem thư là Bảo Long, nó gồm có hai bộ: một bộ Bảo Long mặc áo ngũ thân và một bộ mặc quân phục Ng..."
Phạm Duy,Trần Trọng Kim,LIÊN_KẾT_TỚI,Học giả Trần Trọng Kim từng nhận ông làm con nuôi.
Phạm Duy,Minh Trang,LIÊN_KẾT_TỚI,"Gia đình ông chuyển đến căn nhà nhỏ ở cư xá Chu Mạnh Trinh ở ngã tư Phú Nhuận, nơi có nhiều gia đình nghệ sĩ tới ở, như gia đình Nguyễn Mạnh Côn, Năm Châu, Duyên Anh, Hồ Anh, Anh Ngọc, Trần Ngọc, Hoàn..."
Phạm Duy,Phạm Đình Chương,PHỐI_NGẪU_VỚI,"Năm 1956, xảy ra vụ ngoại tình giữa ông và ca sĩ Khánh Ngọc, là vợ của nhạc sĩ Phạm Đình Chương và đồng thời cũng là em vợ của Phạm Duy, vụ việc trở thành một đề tài gây xôn xao trên các báo chí Sài G..."
Phạm Duy,Phạm Đình Chương,LÀ_CON_CỦA,"Các cháu vợ của ông như ca sĩ Ý Lan (con gái của Thái Thanh), và Mai Hương (con gái Phạm Đình Sỹ). Ông từng vướng vào scandal ngoại tình với em dâu là ca sĩ Khánh Ngọc, là vợ của nhạc sĩ Phạm Đình Chư..."
Phạm Duy,Phan Rang,LIÊN_KẾT_TỚI,"Nhưng nói về nghệ thuật, thì có lẽ Phạm Duy là một tài tử thứ nhất hát những bài âm nhạc cải cách với một giọng hoàn toàn Việt Nam, có nhiều tài tử cứ tưởng lầm rằng họ ca hát những âm nhạc mới, tức l..."
Phạm Duy,Nguyễn Văn Cổn,LIÊN_KẾT_TỚI,"Trong bài báo Tài Tử Phạm Duy để giới thiệu ca sĩ Phạm Duy, đăng trên tờ Revue Radio Indochine số 47, ra ngày Tết dương lịch năm 1944, Nguyễn Văn Cổn đã khắc họa:  ""..."
Phạm Duy,Bắc Ninh,LIÊN_KẾT_TỚI,"Sau khi không còn là văn nghệ sĩ của Cục Chính trị thì 2 người đi Bắc Giang, Bắc Ninh, Phúc Yên, Sơn Tây về Hà Đông."
Phạm Duy,Bùi Xuân Phái,LÀ_HỌC_TRÒ_CỦA,"Khoảng tháng 6/1940, nghe lời bè bạn, ông theo học dự thính hội họa tại trường Cao đẳng Mỹ thuật Đông Dương, học thầy Tô Ngọc Vân, cùng lớp với Bùi Xuân Phái, Phan Kế An, Võ Lăng..."
Phạm Duy,Lê Trắc,LIÊN_KẾT_TỚI,"Chứ hình như hầu hết, lá rụng đều về cội cả và mọc lên thành cội nữa."" Nhà báo Nguyễn Phúc Long trong bài ""Công và tội"" đăng trên báo Đoàn kết, số 393 ra tháng 7 năm 1987, có nhắc đến Phạm Duy, sau mộ..."
Phạm Duy,Nguyễn Văn Vĩnh,LIÊN_KẾT_TỚI,"Chứ hình như hầu hết, lá rụng đều về cội cả và mọc lên thành cội nữa."" Nhà báo Nguyễn Phúc Long trong bài ""Công và tội"" đăng trên báo Đoàn kết, số 393 ra tháng 7 năm 1987, có nhắc đến Phạm Duy, sau mộ..."
Phạm Duy,Nguyễn Bính,ĐỒNG_MINH_VỚI,"Bên cạnh đó, Phạm Duy còn tự thâu âm những băng nhạc Tục ca, Tâm ca, Vỉa hè ca, Ngục ca và trong giai đoạn đầu lưu vong ở Hải ngoại, là hát rong trong nhóm nhạc Gia đình Phạm Duy, cùng với Thái Hằng, ..."
Phạm Duy,Thái Lan,ĐỒNG_MINH_VỚI,"Thập niên 1960, sau khi Việt Nam Cộng hòa được nhiều quốc gia trên thế giới công nhận, cùng với các bạn nghệ sĩ khác, Phạm Duy được cử đi Philippines, Nhật Bản, Thái Lan để giới thiệu văn nghệ Việt Na..."
Phạm Duy,Nguyễn Đắc Xuân,ĐỐI_THỦ_CỦA,"Tâm ca: Gồm 10 bài, thở than về những xáo trộn trong cuộc sống người dân miền Nam thời Đệ Nhất Cộng hòa Việt Nam sụp đổ: Tôi ước mơ (thơ Thích Nhất Hạnh), Để lại cho em (thơ Nguyễn Đắc Xuân), Tiếng há..."
Phạm Duy,Nguyễn Chí Thiện,LIÊN_KẾT_TỚI,"Về sự mất tự do ở trong nước, với Ngục ca, phổ từ tập thơ Hoa địa ngục của Nguyễn Chí Thiện: Hát Cho Người Ở Lại, Giấc Mơ Khủng Khiếp, Hoa Địa Ngục, Từ Vượn Lên Người Từ Người Xuống Vượn, Đảng Đầy Tôi..."
Phạm Duy,Mai Hương,LÀ_CON_CỦA,"Các cháu vợ của ông như ca sĩ Ý Lan (con gái của Thái Thanh), và Mai Hương (con gái Phạm Đình Sỹ). Ông từng vướng vào scandal ngoại tình với em dâu là ca sĩ Khánh Ngọc, là vợ của nhạc sĩ Phạm Đình Chư..."
Phạm Duy,Nguyễn Xuân Khoát,LIÊN_KẾT_TỚI,"Sau khi được Nguyễn Xuân Khoát thông báo lệnh cấm, Phạm Duy rời bỏ cách mạng về miền Nam."
Phạm Duy,Thái Thanh,PHỐI_NGẪU_VỚI,"Đến khi lập gia đình, ngoài vợ ông là ca sĩ Thái Hằng, còn có em vợ là danh ca Thái Thanh, anh em vợ là các nhạc sĩ Phạm Đình Chương (Hoài Bắc), nghệ sĩ Phạm Đình Sỹ, ca sĩ Phạm Đình Viêm tức (Hoài Tr..."
Phạm Duy,Thái Thanh,LÀ_CON_CỦA,"Các cháu vợ của ông như ca sĩ Ý Lan (con gái của Thái Thanh), và Mai Hương (con gái Phạm Đình Sỹ). Ông từng vướng vào scandal ngoại tình với em dâu là ca sĩ Khánh Ngọc, là vợ của nhạc sĩ Phạm Đình Chư..."
Phạm Duy,Phan Anh,LÀ_THẦY_CỦA,"Thầy dạy ông tại trường có Võ Nguyên Giáp, Trần Văn Tuyên, Phan Anh, Khuất Duy Tiến..."
